date,clean,accint,ytm,facevalue,secid
2025-05-14,88.947,7.62,17.94,1000,SU26226RMFS9
2025-05-15,88.953,7.84,17.87,1000,SU26226RMFS9
2025-05-16,88.947,8.06,17.91,1000,SU26226RMFS9
2025-05-19,89.058,8.71,17.84,1000,SU26226RMFS9
2025-05-20,89.0,8.93,17.86,1000,SU26226RMFS9
2025-05-21,89.058,9.15,17.74,1000,SU26226RMFS9
2025-05-22,89.169,9.37,17.84,1000,SU26226RMFS9
2025-05-23,89.219,9.58,17.83,1000,SU26226RMFS9
2025-05-26,89.104,10.24,17.96,1000,SU26226RMFS9
2025-05-27,89.27,10.45,17.82,1000,SU26226RMFS9
2025-05-28,89.404,10.67,17.63,1000,SU26226RMFS9
2025-05-29,89.505,10.89,17.38,1000,SU26226RMFS9
2025-05-30,89.861,11.11,17.25,1000,SU26226RMFS9
2025-06-02,89.982,11.76,17.2,1000,SU26226RMFS9
2025-06-03,90.35,11.98,16.72,1000,SU26226RMFS9
2025-06-04,90.45,12.2,16.51,1000,SU26226RMFS9
2025-06-05,90.54,12.41,16.63,1000,SU26226RMFS9
2025-06-06,90.197,12.63,16.99,1000,SU26226RMFS9
2025-06-09,90.252,13.29,17.01,1000,SU26226RMFS9
2025-06-10,90.511,13.5,16.76,1000,SU26226RMFS9
2025-06-11,90.632,13.72,16.52,1000,SU26226RMFS9
2025-06-13,90.862,14.16,16.56,1000,SU26226RMFS9
2025-06-16,90.705,14.81,16.64,1000,SU26226RMFS9
2025-06-17,90.601,15.03,16.66,1000,SU26226RMFS9
2025-06-18,90.765,15.25,16.61,1000,SU26226RMFS9
2025-06-19,91.051,15.46,16.42,1000,SU26226RMFS9
2025-06-20,91.245,15.68,16.12,1000,SU26226RMFS9
2025-06-23,91.435,16.34,16.15,1000,SU26226RMFS9
2025-06-24,91.742,16.55,15.79,1000,SU26226RMFS9
2025-06-25,91.921,16.77,15.49,1000,SU26226RMFS9
2025-06-26,92.206,16.99,15.43,1000,SU26226RMFS9
2025-06-27,92.493,17.21,15.2,1000,SU26226RMFS9
2025-06-30,92.75,17.86,14.87,1000,SU26226RMFS9
2025-07-01,92.7,18.08,14.8,1000,SU26226RMFS9
2025-07-02,92.69,18.3,15.01,1000,SU26226RMFS9
2025-07-03,92.606,18.51,15.03,1000,SU26226RMFS9
2025-07-04,92.68,18.73,15.13,1000,SU26226RMFS9
2025-07-07,92.628,19.38,15.13,1000,SU26226RMFS9
2025-07-08,92.77,19.6,14.97,1000,SU26226RMFS9
2025-07-09,92.78,19.82,14.91,1000,SU26226RMFS9
2025-07-10,92.82,20.04,14.94,1000,SU26226RMFS9
2025-07-11,92.951,20.26,14.88,1000,SU26226RMFS9
2025-07-14,93.005,20.91,14.71,1000,SU26226RMFS9
2025-07-15,93.355,21.13,14.45,1000,SU26226RMFS9
2025-07-16,93.67,21.34,13.84,1000,SU26226RMFS9
2025-07-17,94.097,21.56,13.76,1000,SU26226RMFS9
2025-07-18,94.25,21.78,13.69,1000,SU26226RMFS9
2025-07-21,94.254,22.43,13.68,1000,SU26226RMFS9
2025-07-22,94.063,22.65,13.67,1000,SU26226RMFS9
2025-07-23,94.241,22.87,13.74,1000,SU26226RMFS9
2025-07-24,94.116,23.09,13.73,1000,SU26226RMFS9
2025-07-25,94.198,23.3,13.64,1000,SU26226RMFS9
2025-07-28,94.352,23.96,13.57,1000,SU26226RMFS9
2025-07-29,94.623,24.18,13.41,1000,SU26226RMFS9
2025-07-30,94.696,24.39,13.3,1000,SU26226RMFS9
2025-07-31,94.662,24.61,13.26,1000,SU26226RMFS9
2025-08-01,94.78,24.83,13.26,1000,SU26226RMFS9
2025-08-04,94.902,25.48,13.04,1000,SU26226RMFS9
2025-08-05,95.016,25.7,12.82,1000,SU26226RMFS9
2025-08-06,95.173,25.92,12.72,1000,SU26226RMFS9
2025-08-07,95.15,26.14,12.87,1000,SU26226RMFS9
2025-08-08,95.237,26.35,12.82,1000,SU26226RMFS9
2025-08-11,95.15,27.01,12.98,1000,SU26226RMFS9
2025-08-12,95.204,27.23,12.98,1000,SU26226RMFS9
2025-08-13,95.157,27.44,12.94,1000,SU26226RMFS9
2025-08-14,95.151,27.66,12.89,1000,SU26226RMFS9
2025-08-15,95.341,27.88,12.8,1000,SU26226RMFS9
2025-08-18,95.233,28.53,12.92,1000,SU26226RMFS9
2025-08-19,95.303,28.75,12.87,1000,SU26226RMFS9
2025-08-20,95.254,28.97,12.87,1000,SU26226RMFS9
2025-08-21,95.292,29.19,12.97,1000,SU26226RMFS9
2025-08-22,95.341,29.4,12.81,1000,SU26226RMFS9
2025-08-25,95.261,30.06,12.81,1000,SU26226RMFS9
2025-08-26,95.233,30.27,13.03,1000,SU26226RMFS9
2025-08-27,95.205,30.49,13.13,1000,SU26226RMFS9
2025-08-28,95.041,30.71,13.45,1000,SU26226RMFS9
2025-08-29,94.657,30.93,13.75,1000,SU26226RMFS9
2025-09-01,94.725,31.58,13.6,1000,SU26226RMFS9
2025-09-02,94.795,31.8,13.63,1000,SU26226RMFS9
2025-09-03,95.008,32.02,13.52,1000,SU26226RMFS9
2025-09-04,95.001,32.23,13.21,1000,SU26226RMFS9
2025-09-05,95.1,32.45,13.34,1000,SU26226RMFS9
2025-09-08,95.132,33.11,13.24,1000,SU26226RMFS9
2025-09-09,95.071,33.32,13.41,1000,SU26226RMFS9
2025-09-10,95.054,33.54,13.47,1000,SU26226RMFS9
2025-09-11,94.976,33.76,13.49,1000,SU26226RMFS9
2025-09-12,94.837,33.98,13.71,1000,SU26226RMFS9
2025-09-15,94.824,34.63,13.68,1000,SU26226RMFS9
2025-09-16,94.92,34.85,13.72,1000,SU26226RMFS9
2025-09-17,94.88,35.07,13.45,1000,SU26226RMFS9
2025-09-18,94.879,35.28,13.8,1000,SU26226RMFS9
2025-09-19,94.869,35.5,13.85,1000,SU26226RMFS9
2025-09-22,94.931,36.16,13.81,1000,SU26226RMFS9
2025-09-23,94.908,36.37,13.89,1000,SU26226RMFS9
2025-09-24,94.859,36.59,13.82,1000,SU26226RMFS9
2025-09-25,94.911,36.81,13.86,1000,SU26226RMFS9
2025-09-26,94.946,37.03,13.84,1000,SU26226RMFS9
2025-09-29,94.802,37.68,14.03,1000,SU26226RMFS9
2025-09-30,94.75,37.9,14.12,1000,SU26226RMFS9
2025-10-01,94.641,38.12,14.23,1000,SU26226RMFS9
2025-10-02,94.326,38.33,14.65,1000,SU26226RMFS9
2025-10-03,94.298,38.55,14.76,1000,SU26226RMFS9
2025-10-06,94.301,39.2,14.84,1000,SU26226RMFS9
2025-10-07,94.423,39.42,14.63,1000,SU26226RMFS9
2025-10-08,94.293,0.0,14.84,1000,SU26226RMFS9
2025-10-09,94.444,0.22,14.73,1000,SU26226RMFS9
2025-10-10,94.321,0.44,14.92,1000,SU26226RMFS9
2025-10-13,94.266,1.09,14.94,1000,SU26226RMFS9
2025-10-14,94.238,1.31,15.0,1000,SU26226RMFS9
2025-10-15,94.22,1.52,15.02,1000,SU26226RMFS9
2025-10-16,94.512,1.74,14.57,1000,SU26226RMFS9
2025-10-17,94.733,1.96,14.29,1000,SU26226RMFS9
2025-10-20,95.129,2.61,14.21,1000,SU26226RMFS9
2025-10-21,95.079,2.83,13.99,1000,SU26226RMFS9
2025-10-22,95.198,3.05,13.91,1000,SU26226RMFS9
2025-10-23,95.297,3.27,13.69,1000,SU26226RMFS9
2025-10-24,95.305,3.48,13.77,1000,SU26226RMFS9
2025-10-27,95.161,4.14,14.11,1000,SU26226RMFS9
2025-10-28,95.5,4.36,13.47,1000,SU26226RMFS9
2025-10-29,95.65,4.57,13.39,1000,SU26226RMFS9
2025-10-30,95.839,4.79,13.13,1000,SU26226RMFS9
2025-10-31,95.861,5.01,13.24,1000,SU26226RMFS9
2025-11-01,95.947,5.23,13.05,1000,SU26226RMFS9
2025-11-03,96.079,5.66,13.11,1000,SU26226RMFS9
2025-11-05,96.071,6.1,13.09,1000,SU26226RMFS9
2025-11-06,96.138,6.32,13.04,1000,SU26226RMFS9
2025-11-07,96.053,6.53,12.98,1000,SU26226RMFS9
2025-11-10,96.069,7.19,12.92,1000,SU26226RMFS9
2025-11-11,96.19,7.41,12.85,1000,SU26226RMFS9
2025-11-12,96.389,7.62,12.4,1000,SU26226RMFS9
2025-11-13,96.5,7.84,12.51,1000,SU26226RMFS9
2025-11-14,96.476,8.06,12.61,1000,SU26226RMFS9
2025-11-17,96.482,8.71,12.62,1000,SU26226RMFS9
2025-11-18,96.312,8.93,12.83,1000,SU26226RMFS9
2025-11-19,96.2,9.15,13.07,1000,SU26226RMFS9
2025-11-20,96.145,9.37,12.98,1000,SU26226RMFS9
2025-11-21,95.949,9.58,13.58,1000,SU26226RMFS9
2025-11-24,95.94,10.24,13.52,1000,SU26226RMFS9
2025-11-25,95.83,10.45,13.72,1000,SU26226RMFS9
2025-11-26,95.73,10.67,14.03,1000,SU26226RMFS9
2025-11-27,95.6,10.89,13.93,1000,SU26226RMFS9
2025-11-28,95.662,11.11,14.08,1000,SU26226RMFS9
2025-12-01,95.652,11.76,13.98,1000,SU26226RMFS9
2025-12-02,95.549,11.98,14.13,1000,SU26226RMFS9
2025-12-03,95.497,12.2,14.17,1000,SU26226RMFS9
2025-12-04,95.681,12.41,13.98,1000,SU26226RMFS9
2025-12-05,95.7,12.63,14.02,1000,SU26226RMFS9
2025-12-08,95.661,13.29,14.08,1000,SU26226RMFS9
2025-12-09,95.785,13.5,13.86,1000,SU26226RMFS9
2025-12-10,95.753,13.72,13.75,1000,SU26226RMFS9
2025-12-11,95.8,13.94,13.76,1000,SU26226RMFS9
2025-12-12,95.65,14.16,14.01,1000,SU26226RMFS9
2025-12-15,95.793,14.81,14.02,1000,SU26226RMFS9
2025-12-16,95.831,15.03,14.01,1000,SU26226RMFS9
2025-12-17,95.752,15.25,13.77,1000,SU26226RMFS9
2025-12-18,95.778,15.46,13.95,1000,SU26226RMFS9
2025-12-19,95.899,15.68,14.0,1000,SU26226RMFS9
2025-12-22,95.994,16.34,14.01,1000,SU26226RMFS9
2025-12-23,95.994,16.55,13.9,1000,SU26226RMFS9
2025-12-24,96.045,16.77,13.65,1000,SU26226RMFS9
2025-12-25,96.07,16.99,13.79,1000,SU26226RMFS9
2025-12-26,96.18,17.21,13.71,1000,SU26226RMFS9
2025-12-29,96.2,17.86,13.85,1000,SU26226RMFS9
2025-12-30,96.81,18.08,12.82,1000,SU26226RMFS9
2021-01-04,102.239,13.48,5.67,1000,SU26232RMFS7
2021-01-05,102.34,13.64,5.66,1000,SU26232RMFS7
2021-01-06,102.218,13.81,5.68,1000,SU26232RMFS7
2021-01-08,102.32,14.14,5.66,1000,SU26232RMFS7
2021-01-11,101.924,14.63,5.72,1000,SU26232RMFS7
2021-01-12,101.774,14.8,5.76,1000,SU26232RMFS7
2021-01-13,101.748,14.96,5.76,1000,SU26232RMFS7
2021-01-14,101.536,15.12,5.8,1000,SU26232RMFS7
2021-01-15,101.025,15.29,5.9,1000,SU26232RMFS7
2021-01-18,100.769,15.78,5.94,1000,SU26232RMFS7
2021-01-19,101.06,15.95,5.89,1000,SU26232RMFS7
2021-01-20,101.099,16.11,5.88,1000,SU26232RMFS7
2021-01-21,100.932,16.28,5.92,1000,SU26232RMFS7
2021-01-22,100.41,16.44,6.01,1000,SU26232RMFS7
2021-01-25,100.309,16.93,6.03,1000,SU26232RMFS7
2021-01-26,100.691,17.1,5.96,1000,SU26232RMFS7
2021-01-27,100.399,17.26,6.01,1000,SU26232RMFS7
2021-01-28,100.362,17.43,6.02,1000,SU26232RMFS7
2021-01-29,100.442,17.59,6.03,1000,SU26232RMFS7
2021-02-01,100.578,18.08,5.98,1000,SU26232RMFS7
2021-02-02,100.299,18.25,6.03,1000,SU26232RMFS7
2021-02-03,100.153,18.41,6.05,1000,SU26232RMFS7
2021-02-04,100.37,18.58,6.01,1000,SU26232RMFS7
2021-02-05,100.75,18.74,5.95,1000,SU26232RMFS7
2021-02-08,100.751,19.23,5.94,1000,SU26232RMFS7
2021-02-09,100.45,19.4,6.0,1000,SU26232RMFS7
2021-02-10,100.348,19.56,6.02,1000,SU26232RMFS7
2021-02-11,99.9,19.73,6.11,1000,SU26232RMFS7
2021-02-12,99.667,19.89,6.15,1000,SU26232RMFS7
2021-02-15,99.1,20.39,6.26,1000,SU26232RMFS7
2021-02-16,98.654,20.55,6.34,1000,SU26232RMFS7
2021-02-17,98.949,20.71,6.29,1000,SU26232RMFS7
2021-02-18,98.93,20.88,6.29,1000,SU26232RMFS7
2021-02-19,98.558,21.04,6.37,1000,SU26232RMFS7
2021-02-20,98.704,21.21,6.34,1000,SU26232RMFS7
2021-02-22,98.511,21.54,6.37,1000,SU26232RMFS7
2021-02-24,98.659,21.86,6.32,1000,SU26232RMFS7
2021-02-25,98.148,22.03,6.45,1000,SU26232RMFS7
2021-02-26,97.604,22.19,6.55,1000,SU26232RMFS7
2021-03-01,97.757,22.69,6.52,1000,SU26232RMFS7
2021-03-02,98.171,22.85,6.44,1000,SU26232RMFS7
2021-03-03,98.799,23.02,6.32,1000,SU26232RMFS7
2021-03-04,98.749,23.18,6.34,1000,SU26232RMFS7
2021-03-05,98.299,23.34,6.43,1000,SU26232RMFS7
2021-03-09,98.337,24.0,6.41,1000,SU26232RMFS7
2021-03-10,97.76,24.17,6.53,1000,SU26232RMFS7
2021-03-11,97.59,24.33,6.57,1000,SU26232RMFS7
2021-03-12,97.399,24.49,6.62,1000,SU26232RMFS7
2021-03-15,97.3,24.99,6.62,1000,SU26232RMFS7
2021-03-16,97.136,25.15,6.65,1000,SU26232RMFS7
2021-03-17,97.0,25.32,6.68,1000,SU26232RMFS7
2021-03-18,96.305,25.48,6.82,1000,SU26232RMFS7
2021-03-19,96.069,25.65,6.87,1000,SU26232RMFS7
2021-03-22,95.699,26.14,6.94,1000,SU26232RMFS7
2021-03-23,95.0,26.3,7.09,1000,SU26232RMFS7
2021-03-24,95.09,26.47,7.07,1000,SU26232RMFS7
2021-03-25,95.63,26.63,6.96,1000,SU26232RMFS7
2021-03-26,96.179,26.8,6.85,1000,SU26232RMFS7
2021-03-29,96.2,27.29,6.84,1000,SU26232RMFS7
2021-03-30,95.899,27.45,6.9,1000,SU26232RMFS7
2021-03-31,96.169,27.62,6.86,1000,SU26232RMFS7
2021-04-01,95.936,27.78,6.9,1000,SU26232RMFS7
2021-04-02,95.813,27.95,6.92,1000,SU26232RMFS7
2021-04-05,95.977,28.44,6.89,1000,SU26232RMFS7
2021-04-06,95.401,28.6,7.01,1000,SU26232RMFS7
2021-04-07,94.973,28.77,7.11,1000,SU26232RMFS7
2021-04-08,95.009,28.93,7.09,1000,SU26232RMFS7
2021-04-09,94.93,29.1,7.09,1000,SU26232RMFS7
2021-04-12,95.097,29.59,7.07,1000,SU26232RMFS7
2021-04-13,95.01,29.76,7.08,1000,SU26232RMFS7
2021-04-14,96.16,0.0,6.86,1000,SU26232RMFS7
2021-04-15,95.7,0.16,6.9,1000,SU26232RMFS7
2021-04-16,96.4,0.33,6.81,1000,SU26232RMFS7
2021-04-19,96.218,0.82,6.84,1000,SU26232RMFS7
2021-04-20,96.049,0.99,6.88,1000,SU26232RMFS7
2021-04-21,96.008,1.15,6.86,1000,SU26232RMFS7
2021-04-22,96.4,1.32,6.81,1000,SU26232RMFS7
2021-04-23,96.702,1.48,6.73,1000,SU26232RMFS7
2021-04-26,96.765,1.97,6.73,1000,SU26232RMFS7
2021-04-27,96.68,2.14,6.75,1000,SU26232RMFS7
2021-04-28,96.591,2.3,6.77,1000,SU26232RMFS7
2021-04-29,96.502,2.47,6.79,1000,SU26232RMFS7
2021-04-30,96.407,2.63,6.79,1000,SU26232RMFS7
2021-05-04,96.85,3.29,6.72,1000,SU26232RMFS7
2021-05-05,96.75,3.45,6.74,1000,SU26232RMFS7
2021-05-06,96.9,3.62,6.71,1000,SU26232RMFS7
2021-05-07,97.144,3.78,6.66,1000,SU26232RMFS7
2021-05-10,96.892,4.27,6.69,1000,SU26232RMFS7
2021-05-11,96.667,4.44,6.76,1000,SU26232RMFS7
2021-05-12,96.55,4.6,6.78,1000,SU26232RMFS7
2021-05-13,96.292,4.77,6.84,1000,SU26232RMFS7
2021-05-14,96.286,4.93,6.81,1000,SU26232RMFS7
2021-05-17,96.395,5.43,6.81,1000,SU26232RMFS7
2021-05-18,96.465,5.59,6.8,1000,SU26232RMFS7
2021-05-19,96.399,5.75,6.81,1000,SU26232RMFS7
2021-05-20,96.6,5.92,6.77,1000,SU26232RMFS7
2021-05-21,96.63,6.08,6.77,1000,SU26232RMFS7
2021-05-24,96.59,6.58,6.78,1000,SU26232RMFS7
2021-05-25,96.451,6.74,6.8,1000,SU26232RMFS7
2021-05-26,96.615,6.9,6.77,1000,SU26232RMFS7
2021-05-27,96.595,7.07,6.77,1000,SU26232RMFS7
2021-05-28,96.445,7.23,6.78,1000,SU26232RMFS7
2021-05-31,96.512,7.73,6.8,1000,SU26232RMFS7
2021-06-01,96.458,7.89,6.8,1000,SU26232RMFS7
2021-06-02,96.33,8.06,6.84,1000,SU26232RMFS7
2021-06-03,96.1,8.22,6.88,1000,SU26232RMFS7
2021-06-04,95.998,8.38,6.9,1000,SU26232RMFS7
2021-06-07,95.799,8.88,6.94,1000,SU26232RMFS7
2021-06-08,95.4,9.04,7.03,1000,SU26232RMFS7
2021-06-09,95.351,9.21,7.04,1000,SU26232RMFS7
2021-06-10,95.675,9.37,6.97,1000,SU26232RMFS7
2021-06-11,95.988,9.53,6.91,1000,SU26232RMFS7
2021-06-14,95.878,10.03,6.94,1000,SU26232RMFS7
2021-06-15,95.614,10.19,6.96,1000,SU26232RMFS7
2021-06-16,95.629,10.36,6.98,1000,SU26232RMFS7
2021-06-17,95.936,10.52,6.92,1000,SU26232RMFS7
2021-06-18,95.988,10.69,6.91,1000,SU26232RMFS7
2021-06-21,95.937,11.18,6.92,1000,SU26232RMFS7
2021-06-22,95.932,11.34,6.92,1000,SU26232RMFS7
2021-06-23,95.82,11.51,6.94,1000,SU26232RMFS7
2021-06-24,95.734,11.67,6.96,1000,SU26232RMFS7
2021-06-25,95.989,11.84,6.91,1000,SU26232RMFS7
2021-06-28,95.551,12.33,7.0,1000,SU26232RMFS7
2021-06-29,95.27,12.49,7.06,1000,SU26232RMFS7
2021-06-30,95.306,12.66,7.02,1000,SU26232RMFS7
2021-07-01,95.351,12.82,7.06,1000,SU26232RMFS7
2021-07-02,95.429,12.99,7.03,1000,SU26232RMFS7
2021-07-05,95.45,13.48,7.03,1000,SU26232RMFS7
2021-07-06,95.271,13.64,7.07,1000,SU26232RMFS7
2021-07-07,95.251,13.81,7.07,1000,SU26232RMFS7
2021-07-08,95.2,13.97,7.08,1000,SU26232RMFS7
2021-07-09,95.437,14.14,7.03,1000,SU26232RMFS7
2021-07-12,95.268,14.63,7.07,1000,SU26232RMFS7
2021-07-13,95.285,14.8,7.06,1000,SU26232RMFS7
2021-07-14,95.223,14.96,7.08,1000,SU26232RMFS7
2021-07-15,95.297,15.12,7.06,1000,SU26232RMFS7
2021-07-16,95.288,15.29,7.06,1000,SU26232RMFS7
2021-07-19,95.305,15.78,7.06,1000,SU26232RMFS7
2021-07-20,95.45,15.95,7.03,1000,SU26232RMFS7
2021-07-21,95.791,16.11,6.96,1000,SU26232RMFS7
2021-07-22,96.0,16.28,6.91,1000,SU26232RMFS7
2021-07-23,96.169,16.44,6.88,1000,SU26232RMFS7
2021-07-26,96.153,16.93,6.87,1000,SU26232RMFS7
2021-07-27,96.489,17.1,6.81,1000,SU26232RMFS7
2021-07-28,96.5,17.26,6.81,1000,SU26232RMFS7
2021-07-29,96.48,17.43,6.81,1000,SU26232RMFS7
2021-07-30,96.437,17.59,6.83,1000,SU26232RMFS7
2021-08-02,96.583,18.08,6.79,1000,SU26232RMFS7
2021-08-03,96.52,18.25,6.81,1000,SU26232RMFS7
2021-08-04,96.497,18.41,6.81,1000,SU26232RMFS7
2021-08-05,96.499,18.58,6.81,1000,SU26232RMFS7
2021-08-06,96.44,18.74,6.86,1000,SU26232RMFS7
2021-08-09,96.013,19.23,6.91,1000,SU26232RMFS7
2021-08-10,95.97,19.4,6.92,1000,SU26232RMFS7
2021-08-11,95.802,19.56,6.97,1000,SU26232RMFS7
2021-08-12,95.998,19.73,6.92,1000,SU26232RMFS7
2021-08-13,96.1,19.89,6.9,1000,SU26232RMFS7
2021-08-16,96.45,20.39,6.83,1000,SU26232RMFS7
2021-08-17,96.538,20.55,6.81,1000,SU26232RMFS7
2021-08-18,96.518,20.71,6.81,1000,SU26232RMFS7
2021-08-19,96.352,20.88,6.85,1000,SU26232RMFS7
2021-08-20,96.41,21.04,6.84,1000,SU26232RMFS7
2021-08-23,96.319,21.54,6.86,1000,SU26232RMFS7
2021-08-24,96.315,21.7,6.85,1000,SU26232RMFS7
2021-08-25,96.305,21.86,6.86,1000,SU26232RMFS7
2021-08-26,96.174,22.03,6.89,1000,SU26232RMFS7
2021-08-27,96.198,22.19,6.88,1000,SU26232RMFS7
2021-08-30,96.29,22.69,6.86,1000,SU26232RMFS7
2021-08-31,96.293,22.85,6.86,1000,SU26232RMFS7
2021-09-01,96.348,23.02,6.85,1000,SU26232RMFS7
2021-09-02,96.069,23.18,6.9,1000,SU26232RMFS7
2021-09-03,96.207,23.34,6.88,1000,SU26232RMFS7
2021-09-06,96.133,23.84,6.9,1000,SU26232RMFS7
2021-09-07,96.035,24.0,6.92,1000,SU26232RMFS7
2021-09-08,96.033,24.17,6.92,1000,SU26232RMFS7
2021-09-09,95.947,24.33,6.94,1000,SU26232RMFS7
2021-09-10,96.1,24.49,6.9,1000,SU26232RMFS7
2021-09-13,96.142,24.99,6.9,1000,SU26232RMFS7
2021-09-14,95.799,25.15,6.94,1000,SU26232RMFS7
2021-09-15,95.808,25.32,6.96,1000,SU26232RMFS7
2021-09-16,95.721,25.48,6.99,1000,SU26232RMFS7
2021-09-17,95.742,25.65,6.99,1000,SU26232RMFS7
2021-09-20,95.393,26.14,7.07,1000,SU26232RMFS7
2021-09-21,95.36,26.3,7.07,1000,SU26232RMFS7
2021-09-22,95.396,26.47,7.07,1000,SU26232RMFS7
2021-09-23,95.196,26.63,7.11,1000,SU26232RMFS7
2021-09-24,94.803,26.8,7.2,1000,SU26232RMFS7
2021-09-27,94.65,27.29,7.2,1000,SU26232RMFS7
2021-09-28,94.717,27.45,7.21,1000,SU26232RMFS7
2021-09-29,94.705,27.62,7.23,1000,SU26232RMFS7
2021-09-30,94.689,27.78,7.27,1000,SU26232RMFS7
2021-10-01,94.498,27.95,7.27,1000,SU26232RMFS7
2021-10-04,94.0,28.44,7.38,1000,SU26232RMFS7
2021-10-05,93.481,28.6,7.55,1000,SU26232RMFS7
2021-10-06,93.35,28.77,7.5,1000,SU26232RMFS7
2021-10-07,93.84,28.93,7.46,1000,SU26232RMFS7
2021-10-08,94.097,29.1,7.41,1000,SU26232RMFS7
2021-10-11,93.968,29.59,7.36,1000,SU26232RMFS7
2021-10-12,93.836,29.76,7.4,1000,SU26232RMFS7
2021-10-13,94.095,0.0,7.39,1000,SU26232RMFS7
2021-10-14,94.243,0.16,7.33,1000,SU26232RMFS7
2021-10-15,94.025,0.33,7.37,1000,SU26232RMFS7
2021-10-18,93.719,0.82,7.51,1000,SU26232RMFS7
2021-10-19,93.707,0.99,7.43,1000,SU26232RMFS7
2021-10-20,93.618,1.15,7.53,1000,SU26232RMFS7
2021-10-21,93.076,1.32,7.6,1000,SU26232RMFS7
2021-10-22,92.002,1.48,7.85,1000,SU26232RMFS7
2021-10-25,91.2,1.97,8.09,1000,SU26232RMFS7
2021-10-26,90.822,2.14,8.14,1000,SU26232RMFS7
2021-10-27,90.9,2.3,8.13,1000,SU26232RMFS7
2021-10-28,90.198,2.47,8.26,1000,SU26232RMFS7
2021-10-29,90.182,2.63,8.26,1000,SU26232RMFS7
2021-11-01,89.7,3.12,8.38,1000,SU26232RMFS7
2021-11-02,89.791,3.29,8.39,1000,SU26232RMFS7
2021-11-03,89.855,3.45,8.38,1000,SU26232RMFS7
2021-11-05,90.009,3.78,8.33,1000,SU26232RMFS7
2021-11-08,90.0,4.27,8.3,1000,SU26232RMFS7
2021-11-09,90.421,4.44,8.21,1000,SU26232RMFS7
2021-11-10,90.54,4.6,8.09,1000,SU26232RMFS7
2021-11-11,90.822,4.77,8.13,1000,SU26232RMFS7
2021-11-12,90.645,4.93,8.16,1000,SU26232RMFS7
2021-11-15,90.027,5.43,8.36,1000,SU26232RMFS7
2021-11-16,89.568,5.59,8.41,1000,SU26232RMFS7
2021-11-17,89.54,5.75,8.41,1000,SU26232RMFS7
2021-11-18,89.242,5.92,8.55,1000,SU26232RMFS7
2021-11-19,88.85,6.08,8.62,1000,SU26232RMFS7
2021-11-22,87.84,6.58,8.88,1000,SU26232RMFS7
2021-11-23,87.57,6.74,8.84,1000,SU26232RMFS7
2021-11-24,87.839,6.9,8.85,1000,SU26232RMFS7
2021-11-25,88.45,7.07,8.69,1000,SU26232RMFS7
2021-11-26,88.457,7.23,8.68,1000,SU26232RMFS7
2021-11-29,88.994,7.73,8.56,1000,SU26232RMFS7
2021-11-30,89.088,7.89,8.58,1000,SU26232RMFS7
2021-12-01,88.983,8.06,8.63,1000,SU26232RMFS7
2021-12-02,88.991,8.22,8.58,1000,SU26232RMFS7
2021-12-03,89.098,8.38,8.53,1000,SU26232RMFS7
2021-12-06,88.896,8.88,8.64,1000,SU26232RMFS7
2021-12-07,88.52,9.04,8.65,1000,SU26232RMFS7
2021-12-08,88.432,9.21,8.71,1000,SU26232RMFS7
2021-12-09,88.845,9.37,8.66,1000,SU26232RMFS7
2021-12-10,88.8,9.53,8.64,1000,SU26232RMFS7
2021-12-13,88.686,10.03,8.68,1000,SU26232RMFS7
2021-12-14,88.65,10.19,8.7,1000,SU26232RMFS7
2021-12-15,88.774,10.36,8.66,1000,SU26232RMFS7
2021-12-16,88.751,10.52,8.63,1000,SU26232RMFS7
2021-12-17,89.079,10.69,8.55,1000,SU26232RMFS7
2021-12-20,89.2,11.18,8.53,1000,SU26232RMFS7
2021-12-21,89.163,11.34,8.54,1000,SU26232RMFS7
2021-12-22,89.398,11.51,8.49,1000,SU26232RMFS7
2021-12-23,89.59,11.67,8.47,1000,SU26232RMFS7
2021-12-24,89.684,11.84,8.45,1000,SU26232RMFS7
2021-12-27,89.567,12.33,8.49,1000,SU26232RMFS7
2021-12-28,89.62,12.49,8.49,1000,SU26232RMFS7
2021-12-29,89.738,12.66,8.44,1000,SU26232RMFS7
2021-12-30,89.741,12.82,8.4,1000,SU26232RMFS7
2022-01-03,89.902,13.48,8.38,1000,SU26232RMFS7
2022-01-04,90.03,13.64,8.33,1000,SU26232RMFS7
2022-01-05,90.1,13.81,8.45,1000,SU26232RMFS7
2022-01-06,89.598,13.97,8.49,1000,SU26232RMFS7
2022-01-07,89.601,14.14,8.49,1000,SU26232RMFS7
2022-01-10,88.998,14.63,8.64,1000,SU26232RMFS7
2022-01-11,88.425,14.8,8.74,1000,SU26232RMFS7
2022-01-12,88.341,14.96,8.82,1000,SU26232RMFS7
2022-01-13,87.092,15.12,9.25,1000,SU26232RMFS7
2022-01-14,85.869,15.29,9.4,1000,SU26232RMFS7
2022-01-17,85.25,15.78,9.57,1000,SU26232RMFS7
2022-01-18,85.45,15.95,9.5,1000,SU26232RMFS7
2022-01-19,86.0,16.11,9.41,1000,SU26232RMFS7
2022-01-20,85.711,16.28,9.51,1000,SU26232RMFS7
2022-01-21,85.25,16.44,9.58,1000,SU26232RMFS7
2022-01-24,84.2,16.93,9.89,1000,SU26232RMFS7
2022-01-25,83.976,17.1,9.88,1000,SU26232RMFS7
